siteId,requirementKind,declaringEntry,condition,evaluationSiteCategory,typeFamily,disposition,dischargeStory,premiseTier,group,conflict,deferralCited,derivation,openQuestion,sources
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,field-modifier-value-expression,business-domain,open,,,,,,,"no premise class supplies the facts that discharge this requirement. The matrix's four classes are field modifiers, arg constraints, the handler's guard, and pre-state constraints (docs/Working/obligation-discharge-matrix-2026-07-19.md:38). Currency, unit and dimension qualifiers are part of a type reference, not a modifier, and ModifierMeta.ProofSatisfactions carries Numeric satisfactions only (src/Precept/Language/Modifiers.cs:73), so no written rule says which class a qualifier fact instantiates. Without a class the discharge contract cannot be written, so the cell is undecided rather than defined.",
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,field-modifier-value-expression,collection,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the collection family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,event-arg-modifier-value-expression,primitive,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the primitive family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,event-arg-modifier-value-expression,temporal,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the temporal family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,event-arg-modifier-value-expression,business-domain,open,,,,,,,"no premise class supplies the facts that discharge this requirement. The matrix's four classes are field modifiers, arg constraints, the handler's guard, and pre-state constraints (docs/Working/obligation-discharge-matrix-2026-07-19.md:38). Currency, unit and dimension qualifiers are part of a type reference, not a modifier, and ModifierMeta.ProofSatisfactions carries Numeric satisfactions only (src/Precept/Language/Modifiers.cs:73), so no written rule says which class a qualifier fact instantiates. Without a class the discharge contract cannot be written, so the cell is undecided rather than defined.",
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,event-arg-modifier-value-expression,collection,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the collection family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,collection-inner-type-modifier-value-expression,primitive,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the primitive family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,collection-inner-type-modifier-value-expression,temporal,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the temporal family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,collection-inner-type-modifier-value-expression,business-domain,open,,,,,,,"no premise class supplies the facts that discharge this requirement. The matrix's four classes are field modifiers, arg constraints, the handler's guard, and pre-state constraints (docs/Working/obligation-discharge-matrix-2026-07-19.md:38). Currency, unit and dimension qualifiers are part of a type reference, not a modifier, and ModifierMeta.ProofSatisfactions carries Numeric satisfactions only (src/Precept/Language/Modifiers.cs:73), so no written rule says which class a qualifier fact instantiates. Without a class the discharge contract cannot be written, so the cell is undecided rather than defined.",
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,collection-inner-type-modifier-value-expression,collection,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the collection family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,type-qualifier-expression,primitive,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the primitive family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,type-qualifier-expression,temporal,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the temporal family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,type-qualifier-expression,business-domain,open,,,,,,,"no premise class supplies the facts that discharge this requirement. The matrix's four classes are field modifiers, arg constraints, the handler's guard, and pre-state constraints (docs/Working/obligation-discharge-matrix-2026-07-19.md:38). Currency, unit and dimension qualifiers are part of a type reference, not a modifier, and ModifierMeta.ProofSatisfactions carries Numeric satisfactions only (src/Precept/Language/Modifiers.cs:73), so no written rule says which class a qualifier fact instantiates. Without a class the discharge contract cannot be written, so the cell is undecided rather than defined.",
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,type-qualifier-expression,collection,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the collection family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,quantifier-predicate,primitive,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the primitive family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,quantifier-predicate,temporal,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the temporal family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
